City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
361,Jiangyou,CN,31.77,104.72,75.52,65,96,4.81,overcast clouds
362,Ixtapa,MX,20.7,-105.2,77.0,94,90,2.86,moderate rain
363,Belmonte,BR,-15.86,-38.88,71.6,88,75,4.7,broken clouds
364,Fairbanks,US,64.84,-147.72,73.4,35,20,3.36,few clouds
365,Lower Hutt,NZ,-41.22,174.92,54.0,93,100,3.36,moderate rain
366,Barguzin,RU,53.62,109.62,70.83,33,0,4.52,clear sky
367,Tigre,AR,-34.43,-58.58,52.0,57,84,14.99,broken clouds
368,Mana,GF,5.66,-53.78,77.68,87,4,6.71,clear sky
369,Tupik,RU,54.43,119.93,65.79,42,0,4.29,clear sky
370,Grand-Lahou,CI,5.14,-5.02,74.34,92,65,7.4,light rain
371,Los Amates,GT,15.27,-89.1,74.98,86,88,1.14,overcast clouds
372,Baykit,RU,61.67,96.37,72.63,39,98,7.63,overcast clouds
373,Guerrero Negro,MX,27.98,-114.06,77.92,67,14,12.71,few clouds
374,Ponta Delgada,PT,37.73,-25.67,69.8,83,40,20.8,scattered clouds
375,Umm Kaddadah,SD,13.6,26.69,79.47,70,100,11.14,overcast clouds
376,Riyadh,SA,24.69,46.72,80.6,22,4,3.36,clear sky
377,Bengkulu,ID,-3.8,102.27,88.21,58,43,4.56,scattered clouds
378,Kutoarjo,ID,-7.72,109.91,88.29,52,23,9.44,few clouds
379,Plouzane,FR,48.38,-4.62,64.4,100,100,20.8,moderate rain
380,Surgut,RU,61.25,73.42,60.8,100,75,6.71,broken clouds
381,Kaka,TM,37.35,59.61,83.1,21,0,8.86,clear sky
382,Colesberg,ZA,-30.72,25.1,23.9,96,0,5.08,clear sky
383,Kenai,US,60.55,-151.26,57.99,71,90,5.82,overcast clouds
384,Mayo,US,38.89,-76.51,73.4,83,1,1.63,light rain
385,Hukuntsi,BW,-24.0,21.75,30.43,78,0,10.42,clear sky
386,San Vicente,AR,-26.62,-54.13,60.06,100,89,0.67,overcast clouds
387,Kifri,IQ,34.7,44.97,88.36,13,0,2.01,clear sky
388,Simpang,ID,-1.27,104.08,84.92,74,100,4.38,light rain
389,Beringovskiy,RU,63.05,179.32,54.01,56,28,4.88,scattered clouds
390,Ukiah,US,39.15,-123.21,87.8,11,1,11.41,clear sky
391,Tenenkou,ML,14.46,-4.92,80.8,74,100,7.43,overcast clouds
392,Comodoro Rivadavia,AR,-45.87,-67.5,35.6,55,1,8.05,clear sky
393,Hamada,JP,34.88,132.08,86.0,79,20,10.29,few clouds
394,Daokou,CN,35.56,114.51,79.41,70,88,15.88,light rain
395,Konosha,RU,60.97,40.26,44.37,85,0,3.13,clear sky
396,Maloy,NO,61.94,5.11,62.6,100,75,9.17,broken clouds
397,Doka,SD,13.52,35.77,69.62,96,100,9.1,overcast clouds
398,Revyakino,RU,54.37,37.66,54.72,77,98,4.88,overcast clouds
399,Ola,RU,59.58,151.28,52.27,87,100,21.0,light rain
400,Jiwani,PK,25.05,61.74,82.89,77,68,7.11,broken clouds
401,Zhanaozen,KZ,43.3,52.8,73.38,42,0,9.28,clear sky
402,Moroto,UG,2.53,34.67,64.44,81,82,4.14,broken clouds
403,Breznik,BG,42.74,22.9,60.8,100,75,3.36,broken clouds
404,Koppal,IN,15.35,76.15,78.06,76,100,18.1,overcast clouds
405,Ankeny,US,41.73,-93.61,66.0,82,1,3.44,clear sky
406,Petropavlovsk-Kamchatskiy,RU,53.05,158.65,57.2,71,40,11.18,scattered clouds
407,Hamilton,US,39.18,-84.53,66.0,100,40,8.48,scattered clouds
408,Bellinge,DK,55.34,10.32,60.8,100,79,3.36,broken clouds
409,Simao,CN,22.79,100.97,66.69,96,100,0.78,light rain
410,Bonavista,CA,48.65,-53.11,57.99,75,100,11.01,overcast clouds
411,Chicama,PE,-7.84,-79.15,59.05,84,44,5.97,scattered clouds
412,Pangody,RU,65.85,74.49,63.82,59,93,17.38,overcast clouds
413,Gao,ML,16.64,1.64,87.19,56,25,16.13,scattered clouds
414,Lavrentiya,RU,65.58,-171.0,52.14,73,81,6.91,broken clouds
415,Nago,JP,26.59,127.98,93.2,59,40,6.93,scattered clouds
416,Necochea,AR,-38.55,-58.74,37.0,88,2,4.0,clear sky
417,Karratha,AU,-20.74,116.85,79.56,22,4,18.14,clear sky
418,Tyrma,RU,50.08,132.17,66.49,37,0,12.01,clear sky
419,Namatanai,PG,-3.67,152.43,82.98,73,21,8.59,light rain
420,Talara,PE,-4.58,-81.27,62.98,80,97,17.25,overcast clouds
421,Curitibanos,BR,-27.28,-50.58,54.88,99,100,3.13,overcast clouds
422,Saint George,US,37.1,-113.58,98.6,12,1,6.93,clear sky
423,Congonhas,BR,-20.5,-43.86,59.25,92,0,4.09,clear sky
424,Ecoporanga,BR,-18.37,-40.83,67.35,94,52,3.85,light rain
425,Kathu,TH,7.92,98.33,88.0,74,40,9.17,scattered clouds
426,Portales,US,34.19,-103.33,78.01,49,1,6.93,clear sky
427,Bijar,IR,35.87,47.61,61.34,64,0,5.28,clear sky
428,Mantua,IT,45.17,10.78,69.01,89,0,1.99,clear sky
429,Ancud,CL,-41.87,-73.82,37.99,75,1,4.7,clear sky
430,Waingapu,ID,-9.66,120.26,85.68,48,6,14.12,clear sky
431,Merta,IN,26.65,74.03,85.77,73,95,12.26,overcast clouds
432,Cruzeiro Do Oeste,BR,-23.79,-53.07,63.61,97,98,2.98,overcast clouds
433,Bereda,ES,43.27,-7.54,64.99,77,51,14.0,broken clouds
434,Starogard Gdanski,PL,53.96,18.53,64.99,100,96,6.04,overcast clouds
435,Lobez,PL,53.64,15.62,61.0,86,100,3.4,overcast clouds
436,Sohag,EG,26.56,31.69,84.2,39,0,11.41,clear sky
437,Marsh Harbour,BS,26.54,-77.06,84.18,74,25,9.91,scattered clouds
438,Avera,US,33.19,-82.53,70.0,85,1,4.7,clear sky
439,Taksimo,RU,56.34,114.88,67.28,39,0,2.51,clear sky
440,Kaa-Khem,RU,51.68,94.73,75.79,39,100,4.47,overcast clouds
441,Tallahassee,US,30.44,-84.28,77.0,94,75,5.82,light rain
442,Tandil,AR,-37.32,-59.13,39.0,66,8,5.99,clear sky
443,Belaya Gora,RU,68.53,146.42,46.38,63,99,8.32,overcast clouds
444,Maralal,KE,1.1,36.7,57.34,92,54,2.44,broken clouds
445,Erzin,TR,36.96,36.2,77.0,90,36,1.01,scattered clouds
446,Sambava,MG,-14.27,50.17,67.26,79,88,7.99,overcast clouds
447,Pasni,PK,25.26,63.47,83.28,80,100,6.8,overcast clouds
448,Ambulu,ID,-8.35,113.61,83.82,60,27,9.1,scattered clouds
449,Almaznyy,RU,48.04,40.05,66.2,59,36,2.8,scattered clouds
450,Bose,IT,45.46,8.01,66.99,84,31,3.0,scattered clouds
451,Karasjok,NO,69.47,25.51,48.2,93,20,6.93,few clouds
452,Oga,IT,46.46,10.35,51.8,100,20,2.24,few clouds
453,San Ignacio,BZ,17.16,-89.07,79.0,77,27,2.3,scattered clouds
454,Koungou,YT,-12.73,45.2,75.2,88,75,1.12,broken clouds
455,Meadow Lake,US,34.8,-106.54,82.4,23,40,6.93,scattered clouds
456,Loyga,RU,61.08,44.61,46.38,69,0,9.13,clear sky
457,Palauig,PH,15.44,119.9,84.94,72,78,5.23,moderate rain
458,Paraiso,CR,9.84,-83.87,73.4,78,99,6.93,light rain
459,Puntarenas,CR,9.98,-84.84,73.4,78,100,6.93,light rain
460,Bahia Honda,CU,22.9,-83.16,79.36,81,1,3.47,clear sky
461,Mocorito,MX,25.48,-107.92,80.01,88,100,10.0,overcast clouds
462,Cabo San Lucas,MX,22.89,-109.91,82.99,65,90,8.59,overcast clouds
463,Eirunepe,BR,-6.66,-69.87,74.84,77,1,2.42,clear sky
464,Esperance,AU,-33.87,121.9,55.4,100,90,12.75,overcast clouds
465,Alagir,RU,43.04,44.22,60.8,82,0,4.47,clear sky
466,Cortez,US,37.35,-108.59,78.8,24,1,5.82,clear sky
467,Bosaso,SO,11.28,49.18,92.07,37,80,22.35,broken clouds
468,Richards Bay,ZA,-28.78,32.04,59.76,36,0,13.82,clear sky
469,Negru Voda,RO,43.82,28.2,64.99,88,40,6.93,scattered clouds
470,Tezu,IN,27.92,96.17,90.36,49,0,3.2,clear sky
471,Nokaneng,BW,-19.67,22.27,42.69,58,0,8.43,clear sky
472,Umm Lajj,SA,25.02,37.27,86.95,51,1,6.51,clear sky
473,Catuday,PH,16.29,119.81,83.07,76,7,2.55,light rain
474,Tommot,RU,58.96,126.29,64.83,45,98,10.11,overcast clouds
475,Narsaq,GL,60.92,-46.05,48.2,66,0,3.36,clear sky
476,Hovd,MN,48.01,91.64,71.42,35,100,10.74,overcast clouds
477,Portobelo,PA,9.55,-79.65,77.0,94,100,5.99,overcast clouds
478,Bud,US,39.45,-86.18,64.99,77,1,3.36,clear sky
479,Requena,ES,39.49,-1.1,63.0,77,65,1.86,broken clouds
480,Kudahuvadhoo,MV,2.67,72.89,83.01,68,57,7.09,broken clouds
481,Te Anau,NZ,-45.42,167.72,52.47,83,72,1.88,broken clouds
482,Moerai,PF,-22.43,-151.33,70.02,76,83,28.14,broken clouds
483,Casablanca,MA,33.59,-7.62,73.0,100,75,3.36,broken clouds
484,Varhaug,NO,58.61,5.65,60.01,99,68,5.55,broken clouds
485,Chincholi,IN,17.47,77.43,76.03,84,100,9.69,overcast clouds
486,Alofi,NU,-19.06,-169.92,75.2,94,92,14.99,light rain
487,Shaowu,CN,27.34,117.48,94.39,47,94,3.27,overcast clouds
488,Mackay,AU,-21.15,149.2,89.01,57,6,19.46,clear sky
489,Fuerte Olimpo,PY,-21.04,-57.87,69.8,90,34,3.4,scattered clouds
490,Pak Phanang,TH,8.35,100.2,93.2,63,20,3.36,few clouds
491,San Patricio,MX,19.22,-104.7,77.77,85,100,3.6,light rain
492,Aljezur,PT,37.32,-8.8,66.0,88,3,5.91,clear sky
493,Vao,NC,-22.67,167.48,69.01,57,0,4.34,clear sky
494,Sur,OM,22.57,59.53,89.26,60,29,2.06,scattered clouds
495,Vredendal,ZA,-31.67,18.5,41.95,79,18,3.65,few clouds
496,Kaili,ID,-3.46,120.21,79.72,51,42,5.73,scattered clouds
497,Visnes,NO,59.36,5.22,62.01,93,85,2.24,overcast clouds
498,Yatou,CN,37.15,122.38,84.87,83,16,13.0,few clouds
499,Sarwar,IN,26.07,75.0,86.45,72,100,12.3,overcast clouds
500,Jiayuguan,CN,39.82,98.3,86.56,13,0,15.03,clear sky
501,Xam Nua,LA,20.42,104.04,73.85,90,100,1.7,moderate rain
502,Sorong,ID,-0.88,131.25,81.18,83,81,9.57,moderate rain
503,Camana,PE,-16.62,-72.71,56.68,77,63,7.11,broken clouds
504,Nome,US,64.5,-165.41,63.0,77,1,5.82,clear sky
505,High Level,CA,58.52,-117.14,60.8,87,75,8.05,broken clouds
506,Saint-Francois,FR,46.42,3.91,60.01,93,88,2.19,overcast clouds
507,Zhadovka,RU,53.57,46.95,57.88,70,90,5.57,overcast clouds
508,Great Falls,US,47.5,-111.3,75.99,35,1,3.36,clear sky
509,Barreirinhas,BR,-2.75,-42.83,77.83,76,0,11.18,clear sky
510,Zhicheng,CN,30.3,111.5,95.0,47,59,5.99,light rain
511,Sangar,RU,63.92,127.47,63.23,52,77,9.01,broken clouds
512,Xichang,CN,27.9,102.26,64.2,76,100,2.59,light rain
513,Turukhansk,RU,65.82,87.98,74.73,36,1,15.99,clear sky
514,Mtwara,TZ,-10.27,40.18,72.59,85,86,5.35,overcast clouds
515,Katsuura,JP,35.13,140.3,93.0,59,75,9.17,broken clouds
516,Sopelana,ES,43.38,-2.98,78.01,73,71,4.7,broken clouds
517,Honningsvag,NO,70.98,25.97,50.0,87,40,5.82,scattered clouds
518,Koumac,NC,-20.57,164.28,71.46,60,2,4.56,clear sky
519,Marsa Matruh,EG,31.35,27.25,73.4,83,20,3.36,few clouds
520,Chino Valley,US,34.76,-112.45,80.6,30,1,0.89,clear sky
521,Tautira,PF,-17.73,-149.15,80.6,65,75,3.36,broken clouds
522,Kirakira,SB,-10.45,161.92,83.01,79,96,9.17,light rain
523,Kapoeta,SS,4.77,33.59,74.7,80,90,4.25,overcast clouds
524,Ust-Maya,RU,60.42,134.53,67.69,30,79,9.15,broken clouds
525,Usinsk,RU,65.99,57.53,55.98,85,87,8.79,overcast clouds
526,Alta Floresta,BR,-9.88,-56.09,75.2,64,9,1.12,clear sky
527,Basqal,AZ,40.76,48.39,69.8,64,90,2.24,overcast clouds
528,Silver City,US,32.77,-108.28,73.99,35,1,3.36,clear sky
529,Mae Ramat,TH,16.98,98.52,78.8,83,90,2.24,light rain
530,Shenjiamen,CN,29.96,122.3,83.68,80,0,13.4,clear sky
531,Gueret,FR,46.17,1.87,64.0,87,97,4.7,overcast clouds
532,Srandakan,ID,-7.94,110.25,85.64,57,22,16.62,few clouds
533,Anderson,US,34.53,-82.65,75.2,83,20,4.7,few clouds
534,Lewiston,US,44.1,-70.21,62.01,87,20,2.53,few clouds
535,Kruisfontein,ZA,-34.0,24.73,48.29,82,87,16.4,light rain
536,Clinton,US,42.59,-82.92,63.0,93,75,4.7,broken clouds
537,Zafra,ES,38.42,-6.42,64.99,70,0,1.99,clear sky
538,Baherden,TM,38.44,57.43,85.39,19,0,7.29,clear sky
539,Komsomolskiy,UZ,40.43,71.72,73.4,56,94,4.7,overcast clouds
540,Lagunas,PE,-5.23,-75.68,75.67,81,33,2.39,scattered clouds
541,Krasnoselkup,RU,65.7,82.47,73.26,39,46,17.05,scattered clouds
542,Russell,US,32.35,-85.2,78.8,69,1,11.41,clear sky
543,Mogok,MM,22.92,96.5,65.73,100,100,1.21,light rain
544,Saint-Michel-Des-Saints,CA,46.68,-73.92,55.99,8,0,3.18,clear sky
545,Wewak,PG,-3.55,143.63,83.39,73,33,10.16,light rain
546,Vestmanna,FO,62.16,-7.17,50.0,81,94,9.17,overcast clouds
547,Aripuana,BR,-9.17,-60.63,73.2,40,0,0.76,clear sky
548,Luderitz,NA,-26.65,15.16,53.71,42,0,11.32,clear sky
549,Bastrop,US,32.76,-91.87,75.2,94,1,6.02,clear sky
550,Praia,CV,14.92,-23.51,80.6,78,20,2.24,few clouds
551,Corinto,GR,37.94,22.96,77.0,64,0,1.01,clear sky
552,Sao Jose Da Coroa Grande,BR,-8.9,-35.15,72.9,80,45,9.93,scattered clouds
553,Lata,PT,40.16,-8.33,69.01,86,50,1.01,scattered clouds
554,Portland,US,45.52,-122.68,75.99,53,20,5.82,few clouds
555,Bom Jesus,BR,-9.07,-44.36,69.64,62,24,3.71,few clouds
556,Viransehir,TR,37.24,39.76,85.55,15,0,2.01,clear sky
557,Acapulco,MX,16.86,-99.89,80.44,82,98,9.8,overcast clouds
558,Saint-Joseph,RE,-21.37,55.62,71.6,56,42,2.24,scattered clouds
559,Viedma,AR,-40.81,-63.0,43.0,65,55,4.0,light rain
560,Sioux Lookout,CA,50.1,-91.92,60.8,87,75,3.36,broken clouds
561,Pangoa,PE,-12.12,-73.0,67.24,95,34,3.56,light rain
562,Kilindoni,TZ,-7.91,39.67,76.15,78,28,5.01,scattered clouds
563,Amazar,RU,53.86,120.88,69.62,30,4,5.95,clear sky
564,Olinda,BR,-8.01,-34.86,77.0,65,40,9.17,scattered clouds
565,Saint Anthony,US,45.02,-93.22,68.0,72,1,4.34,clear sky
566,Lanivtsi,UA,49.86,26.09,65.95,82,25,4.25,light rain
567,Martapura,ID,-3.42,114.85,89.6,52,40,3.36,scattered clouds
568,Khash,IR,28.22,61.22,88.92,12,10,13.24,clear sky
569,Vikhorevka,RU,56.12,101.16,69.8,49,28,8.95,scattered clouds
570,Muros,ES,42.78,-9.06,68.0,93,100,18.01,light rain
571,Hathras,IN,27.6,78.05,84.2,94,75,2.24,broken clouds
572,Arman,RU,59.7,150.17,52.16,89,100,9.89,light rain
573,Buin,CL,-33.73,-70.75,48.99,81,100,8.05,overcast clouds
574,Poronaysk,RU,49.22,143.12,74.21,60,28,6.4,scattered clouds
575,Pocone,BR,-16.26,-56.62,84.27,22,0,7.67,clear sky
576,Ban Nahin,LA,18.24,104.21,83.77,73,81,4.14,light rain
577,Fukue,JP,32.69,128.84,89.6,62,57,5.82,broken clouds
578,Kontagora,NG,10.4,5.47,70.93,97,18,3.62,few clouds
579,Nuuk,GL,64.18,-51.72,53.6,58,0,5.82,clear sky
580,Odweyne,SO,9.41,45.06,74.73,56,100,24.09,overcast clouds
581,Carutapera,BR,-1.2,-46.02,76.84,85,55,7.43,broken clouds
582,Kodinsk,RU,58.69,99.18,78.51,32,55,7.87,broken clouds
583,Takestan,IR,36.07,49.7,75.2,50,2,2.24,clear sky
584,Seoul,KR,37.57,126.98,89.6,58,75,3.36,broken clouds
585,Keti Bandar,PK,24.14,67.45,86.27,77,93,14.56,overcast clouds
586,Leshukonskoye,RU,64.9,45.76,48.25,69,97,10.8,overcast clouds
587,Veinticinco De Mayo,AR,-35.43,-60.17,37.99,72,50,1.01,scattered clouds
588,Ouro Preto Do Oeste,BR,-10.75,-62.22,78.39,37,0,3.76,clear sky
589,Muyuka,CM,4.29,9.41,77.0,100,75,1.12,broken clouds
590,Port Blair,IN,11.67,92.75,85.93,70,66,15.5,broken clouds
591,Kosh-Agach,RU,50.0,88.67,57.33,50,73,3.6,broken clouds
592,Salisbury,GB,51.07,-1.8,61.0,100,100,6.93,overcast clouds
593,Asenovgrad,BG,42.02,24.87,64.4,77,5,4.7,clear sky
594,Rosetta,EG,31.4,30.42,78.8,65,20,6.93,few clouds
595,Angoche,MZ,-16.23,39.91,71.38,78,1,6.76,clear sky
596,Igrim,RU,63.19,64.42,55.49,94,99,10.45,light rain
597,Harbour Breton,CA,47.48,-55.8,61.0,100,97,5.99,moderate rain
598,Gandajika,CD,-6.75,23.95,76.41,39,75,1.92,broken clouds
599,Oranjemund,NA,-28.55,16.43,49.66,62,16,10.02,few clouds
600,Forssa,FI,60.81,23.62,55.0,95,1,4.65,clear sky
601,Okha,RU,53.57,142.95,56.34,85,99,21.41,overcast clouds
602,Yerkoy,TR,39.64,34.47,67.3,45,0,2.84,clear sky
603,Manta,EC,-0.95,-80.73,71.6,88,90,11.41,overcast clouds
604,Jinchang,CN,38.5,102.17,80.28,22,0,12.28,clear sky
605,Bilma,NE,18.69,12.92,87.49,16,13,10.78,few clouds
606,Soyo,AO,-6.13,12.37,72.14,83,68,7.85,broken clouds
607,Jasidih,IN,24.52,86.65,87.3,68,31,12.03,light rain
608,Charters Towers,AU,-20.1,146.27,88.05,14,13,4.47,few clouds
609,Margherita,IN,27.28,95.68,89.6,70,20,3.36,few clouds
610,Bubaque,GW,11.28,-15.83,80.49,83,100,16.24,moderate rain
611,Kaihua,CN,23.37,104.28,71.19,82,100,1.7,light rain
612,Severo-Yeniseyskiy,RU,60.37,93.04,71.47,50,100,7.61,overcast clouds
613,Lebanon,US,36.21,-86.29,70.0,88,90,4.7,overcast clouds
614,Villa Carlos Paz,AR,-31.42,-64.5,51.01,34,31,6.93,scattered clouds
615,Kusu,JP,33.28,131.15,93.2,56,20,4.7,few clouds
616,Green River,US,41.53,-109.47,73.4,25,1,8.05,clear sky
617,Nyurba,RU,63.28,118.33,70.77,36,55,5.66,broken clouds
618,Trelew,AR,-43.25,-65.31,37.78,77,61,17.43,broken clouds
619,Am Timan,TD,11.03,20.28,71.38,96,100,6.6,light rain
620,Aborlan,PH,9.44,118.55,79.88,81,97,6.87,light rain
621,Havlickuv Brod,CZ,49.61,15.58,60.01,94,100,7.31,overcast clouds
622,Brindisi,IT,40.58,17.67,75.99,83,19,8.05,few clouds
623,Kaseda,JP,31.42,130.32,93.2,56,40,6.93,scattered clouds
624,Perisani,RO,45.38,24.4,60.8,100,20,1.12,light rain
625,Ahuimanu,US,21.44,-157.84,86.0,69,90,11.41,overcast clouds
626,Tevaitoa,PF,-16.78,-151.5,78.57,75,34,22.26,scattered clouds
627,Livingston,GB,55.9,-3.52,59.0,100,90,2.24,mist
628,Berbera,SO,10.44,45.01,91.94,40,100,29.35,overcast clouds
629,Grand Gaube,MU,-20.01,57.66,71.01,74,34,8.99,light rain
630,Tolaga Bay,NZ,-38.37,178.3,55.76,91,100,19.26,light rain
631,Jaynagar-Majilpur,IN,22.18,88.42,84.2,94,75,11.41,light rain
632,Nchelenge,ZM,-9.35,28.73,65.84,46,55,3.89,broken clouds
633,Tucurui,BR,-3.77,-49.67,77.34,70,8,2.57,clear sky
634,Inirida,CO,3.87,-67.92,73.92,92,99,2.57,overcast clouds
635,Magadan,RU,59.57,150.8,51.62,89,100,16.67,light rain
636,Tavricheskoye,RU,54.59,73.64,60.8,77,75,11.18,broken clouds
637,Eagle Pass,US,28.71,-100.5,73.4,100,1,3.36,clear sky
638,Xuchang,CN,34.02,113.82,78.8,74,90,11.18,overcast clouds
639,Karsun,RU,54.2,46.98,56.53,67,61,5.75,broken clouds
640,Havre-Saint-Pierre,CA,50.23,-63.6,60.8,93,90,4.7,overcast clouds
641,Milton,US,34.13,-84.3,73.99,93,30,2.51,scattered clouds
642,Nautla,MX,20.22,-96.78,77.63,86,100,4.61,overcast clouds
643,Auki,SB,-8.77,160.7,84.63,69,93,0.67,light rain
644,El Centro,US,32.79,-115.56,105.8,33,40,8.05,scattered clouds
645,Chernyshevskiy,RU,63.01,112.47,70.9,32,74,5.55,broken clouds
646,Olden,NO,61.84,6.81,59.0,93,40,2.24,scattered clouds
647,Dolinsk,RU,47.35,142.8,80.6,57,20,13.42,few clouds
648,Mutsu,JP,41.29,141.22,86.0,62,20,17.22,few clouds
649,Lazaro Cardenas,MX,17.96,-102.2,78.21,80,95,3.42,overcast clouds
650,Adrar,MR,20.5,-10.07,94.46,14,68,15.95,broken clouds
651,Derzhavinsk,KZ,51.1,66.32,61.43,55,31,19.26,light rain
652,Khuzhir,RU,53.19,107.34,58.08,68,68,11.48,broken clouds
653,Medak,IN,18.03,78.27,73.99,100,90,6.93,light intensity drizzle
654,Sayyan,YE,15.17,44.32,69.8,39,61,2.1,broken clouds
655,Primorsk,UA,46.73,36.34,75.85,49,0,8.14,clear sky
656,Mersing,MY,2.43,103.84,87.8,74,40,4.7,scattered clouds
657,Santa Maria,BR,-29.68,-53.81,62.6,100,75,6.93,thunderstorm
658,Kawalu,ID,-7.38,108.21,81.57,62,99,5.19,overcast clouds
659,Sakaiminato,JP,35.55,133.23,91.4,66,20,6.93,few clouds
660,Brazzaville,CG,-4.27,15.28,75.2,83,21,4.7,few clouds
661,Henderson,US,36.04,-114.98,102.2,16,1,8.05,clear sky
662,Yanam,IN,16.73,82.22,82.4,83,75,17.22,light rain
663,Chagoda,RU,59.16,35.33,55.51,61,0,3.09,clear sky
664,Vengerovo,RU,55.68,76.75,61.03,66,99,10.13,overcast clouds
665,Flin Flon,CA,54.77,-101.86,61.92,87,0,6.33,clear sky
666,Bambanglipuro,ID,-7.95,110.28,85.64,57,25,16.8,scattered clouds
667,Doctor Arroyo,MX,23.67,-100.18,65.03,69,97,2.75,overcast clouds
668,Zhaotong,CN,27.32,103.72,62.83,74,99,2.86,overcast clouds
669,Lavumisa,SZ,-27.31,31.89,49.96,54,0,3.29,clear sky
670,Rio Tercero,AR,-32.17,-64.11,45.45,55,63,10.83,broken clouds
671,Aranos,NA,-24.13,19.12,29.93,83,0,9.57,clear sky
672,Ambilobe,MG,-13.2,49.05,76.21,44,73,6.26,broken clouds
673,Ibra,OM,22.69,58.53,92.8,44,53,4.34,broken clouds
